Symbol,Security,SEC filings,GICS Sector,GICS Sub Industry,Headquarters Location,Date first added,CIK,Founded,Wikipedia Company Page URL,Company Name
PWR,Quanta Services Inc.,reports,Industrials,Construction & Engineering,"Houston, Texas",7/1/2009,1050915,,https://en.wikipedia.org/wiki/Quanta_Services_Inc.,Quanta Services
DGX,Quest Diagnostics,reports,Health Care,Health Care Services,"Madison, New Jersey",12/12/2002,1022079,,https://en.wikipedia.org/wiki/Quest_Diagnostics,Quest Diagnostics
RL,Ralph Lauren Corporation,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",2/2/2007,1037038,,https://en.wikipedia.org/wiki/Ralph_Lauren_Corporation,Ralph Lauren Corporation
RJF,Raymond James Financial Inc.,reports,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",3/20/2017,720005,,https://en.wikipedia.org/wiki/Raymond_James_Financial_Inc.,Raymond James Financial
RTN,Raytheon Co.,reports,Industrials,Aerospace & Defense,"Waltham, Massachusetts",,1047122,1922,https://en.wikipedia.org/wiki/Raytheon_Co.,Raytheon Technologies
O,Realty Income Corporation,reports,Real Estate,Retail REITs,"San Diego, California",4/7/2015,726728,,https://en.wikipedia.org/wiki/Realty_Income_Corporation,Realty Income
REG,Regency Centers Corporation,reports,Real Estate,Retail REITs,"Jacksonville, Florida",3/2/2017,910606,,https://en.wikipedia.org/wiki/Regency_Centers_Corporation,Regency Centers
REGN,Regeneron Pharmaceuticals,reports,Health Care,Biotechnology,"Tarrytown, New York",5/1/2013,872589,,https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals,Regeneron Pharmaceuticals
RF,Regions Financial Corp.,reports,Financials,Regional Banks,"Birmingham, Alabama",8/28/1998,1281761,,https://en.wikipedia.org/wiki/Regions_Financial_Corp.,Regions Financial Corporation
RSG,Republic Services Inc,reports,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",12/5/2008,1060391,,https://en.wikipedia.org/wiki/Republic_Services_Inc,Republic Services
RMD,ResMed,reports,Health Care,Health Care Equipment,"San Diego, California",7/26/2017,943819,,https://en.wikipedia.org/wiki/ResMed,ResMed
RHI,Robert Half International,reports,Industrials,Human Resource & Employment Services,"Menlo Park, California",12/5/2000,315213,,https://en.wikipedia.org/wiki/Robert_Half_International,Robert Half
ROK,Rockwell Automation Inc.,reports,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",,1024478,,https://en.wikipedia.org/wiki/Rockwell_Automation_Inc.,Rockwell Automation
ROL,Rollins Inc.,reports,Industrials,Environmental & Facilities Services,"Atlanta, Georgia",10/1/2018,84839,,https://en.wikipedia.org/wiki/Rollins_Inc.,"Rollins, Inc."
ROP,Roper Technologies,reports,Industrials,Industrial Conglomerates,"Sarasota, Florida",12/23/2009,882835,,https://en.wikipedia.org/wiki/Roper_Technologies,Roper Technologies
ROST,Ross Stores,reports,Consumer Discretionary,Apparel Retail,"Pleasanton, California",12/21/2009,745732,,https://en.wikipedia.org/wiki/Ross_Stores,Ross Stores
RCL,Royal Caribbean Cruises Ltd,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",12/5/2014,884887,,https://en.wikipedia.org/wiki/Royal_Caribbean_Cruises_Ltd,Royal Caribbean Group
SPGI,"S&P Global, Inc.",reports,Financials,Financial Exchanges & Data,"New York, New York",,64040,,"https://en.wikipedia.org/wiki/S%26P_Global,_Inc.",S&P Global
CRM,Salesforce.com,reports,Information Technology,Application Software,"San Francisco, California",9/15/2008,1108524,,https://en.wikipedia.org/wiki/Salesforce.com,Salesforce
SBAC,SBA Communications,reports,Real Estate,Specialized REITs,"Boca Raton, Florida",9/1/2017,1034054,,https://en.wikipedia.org/wiki/SBA_Communications,SBA Communications
SLB,Schlumberger Ltd.,reports,Energy,Oil & Gas Equipment & Services,"CuraÃ§ao, Kingdom of the Netherlands",3/31/1965,87347,1926,https://en.wikipedia.org/wiki/Schlumberger_Ltd.,Schlumberger
STX,Seagate Technology,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",7/2/2012,1137789,,https://en.wikipedia.org/wiki/Seagate_Technology,Seagate Technology
SEE,Sealed Air,reports,Materials,Paper Packaging,"Elmwood Park, New Jersey",,1012100,,https://en.wikipedia.org/wiki/Sealed_Air_Corp.(New),Sealed Air
SRE,Sempra Energy,reports,Utilities,Multi-Utilities,"San Diego, California",,1032208,,https://en.wikipedia.org/wiki/Sempra_Energy,Sempra Energy
NOW,ServiceNow,reports,Information Technology,Systems Software,"Santa Clara, California",11/21/2019,1373715,2003,https://en.wikipedia.org/wiki/ServiceNow,ServiceNow
SHW,Sherwin-Williams,reports,Materials,Specialty Chemicals,"Cleveland, Ohio",6/30/1964,89800,1866,https://en.wikipedia.org/wiki/Sherwin-Williams,Sherwin-Williams
SIVB,SVB Financial,reports,Financials,Regional Banks,"Santa Clara, California",3/19/2018,719739,,https://en.wikipedia.org/wiki/SVB_Financial,Silicon Valley Bank
SPG,Simon Property Group Inc,reports,Real Estate,Retail REITs,"Indianapolis, Indiana",6/26/2002,1063761,2003,https://en.wikipedia.org/wiki/Simon_Property_Group_Inc,Simon Property Group
SWKS,Skyworks Solutions,reports,Information Technology,Semiconductors,"Woburn, Massachusetts",3/12/2015,4127,,https://en.wikipedia.org/wiki/Skyworks_Solutions,Skyworks Solutions
SLG,SL Green Realty,reports,Real Estate,Office REITs,"New York, New York",3/20/2015,1040971,,https://en.wikipedia.org/wiki/SL_Green_Realty,SL Green Realty
SNA,Snap-on,reports,Industrials,Industrial Machinery,"Kenosha, Wisconsin",9/30/1982,91440,1920,https://en.wikipedia.org/wiki/Snap-on,Snap-on
EIX,Edison Int'l,reports,Utilities,Electric Utilities,"Rosemead, California",,827052,1886,https://en.wikipedia.org/wiki/Edison_Int%27l,Southern California Edison
SO,Southern Co.,reports,Utilities,Electric Utilities,"Atlanta, Georgia",,92122,,https://en.wikipedia.org/wiki/Southern_Co.,Southern Company
LUV,Southwest Airlines,reports,Industrials,Airlines,"Dallas, Texas",7/1/1994,92380,,https://en.wikipedia.org/wiki/Southwest_Airlines,Southwest Airlines
CHTR,Charter Communications,reports,Communication Services,Cable & Satellite,"Stamford, Connecticut",9/8/2016,1091667,,https://en.wikipedia.org/wiki/Charter_Communications,Spectrum
SWK,Stanley Black & Decker,reports,Industrials,Industrial Machinery,"New Britain, Connecticut",9/30/1982,93556,,https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker,Stanley Black & Decker
SBUX,Starbucks Corp.,reports,Consumer Discretionary,Restaurants,"Seattle, Washington",,829224,1971,https://en.wikipedia.org/wiki/Starbucks_Corp.,Starbucks
STT,State Street Corp.,reports,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",,93751,,https://en.wikipedia.org/wiki/State_Street_Corp.,State Street Corporation
STE,STERIS plc,reports,Health Care,Health Care Equipment,"Dublin, Ireland",12/23/2019,1757898,,https://en.wikipedia.org/wiki/STERIS_plc,Steris
SYK,Stryker Corp.,reports,Health Care,Health Care Equipment,"Kalamazoo, Michigan",12/12/2000,310764,,https://en.wikipedia.org/wiki/Stryker_Corp.,Stryker Corporation
SYF,Synchrony Financial,reports,Financials,Consumer Finance,"Stamford, Connecticut",11/18/2015,1601712,,https://en.wikipedia.org/wiki/Synchrony_Financial,Synchrony Financial
SNPS,Synopsys Inc.,reports,Information Technology,Application Software,"Mountain View, California",3/16/2017,883241,,https://en.wikipedia.org/wiki/Synopsys_Inc.,Synopsys
SYY,Sysco Corp.,reports,Consumer Staples,Food Distributors,"Houston, Texas",12/31/1986,96021,,https://en.wikipedia.org/wiki/Sysco_Corp.,Sysco
TROW,T. Rowe Price Group,reports,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",,1113169,1937,https://en.wikipedia.org/wiki/T._Rowe_Price_Group,T. Rowe Price
TTWO,Take-Two Interactive,reports,Communication Services,Interactive Home Entertainment,"New York, New York",3/19/2018,946581,,https://en.wikipedia.org/wiki/Take-Two_Interactive,Take-Two Interactive
TPR,"Tapestry, Inc.",reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",,1116132,2017,"https://en.wikipedia.org/wiki/Tapestry,_Inc.","Tapestry, Inc."
TGT,Target Corp.,reports,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",12/31/1976,27419,,https://en.wikipedia.org/wiki/Target_Corp.,Target Corporation
TEL,TE Connectivity Ltd.,reports,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",10/17/2011,1385157,,https://en.wikipedia.org/wiki/TE_Connectivity,TE Connectivity
FTI,TechnipFMC,reports,Energy,Oil & Gas Equipment & Services,"London, United Kingdom",6/5/2009,1681459,,https://en.wikipedia.org/wiki/TechnipFMC,TechnipFMC
FLIR,FLIR Systems,reports,Information Technology,Electronic Equipment & Instruments,"Wilsonville, Oregon",1/2/2009,354908,,https://en.wikipedia.org/wiki/FLIR_Systems,Teledyne FLIR
TFX,Teleflex,reports,Health Care,Health Care Equipment,"Wayne, Pennsylvania",1/18/2019,96943,1943,https://en.wikipedia.org/wiki/Teleflex,Teleflex
TXN,Texas Instruments,reports,Information Technology,Semiconductors,"Dallas, Texas",,97476,1930,https://en.wikipedia.org/wiki/Texas_Instruments,Texas Instruments
TXT,Textron Inc.,reports,Industrials,Aerospace & Defense,"Providence, Rhode Island",12/31/1978,217346,,https://en.wikipedia.org/wiki/Textron_Inc.,Textron
KO,Coca-Cola Company,reports,Consumer Staples,Soft Drinks,"Atlanta, Georgia",,21344,1886,https://en.wikipedia.org/wiki/Coca-Cola_Company,The Coca-Cola Company
COO,The Cooper Companies,reports,Health Care,Health Care Supplies,"Pleasanton, California",9/23/2016,711404,,https://en.wikipedia.org/wiki/The_Cooper_Companies,The Cooper Companies
EL,Estee Lauder Cos.,reports,Consumer Staples,Personal Products,"New York, New York",1/5/2006,1001250,,https://en.wikipedia.org/wiki/Estee_Lauder_Cos.,The EstÃ©e Lauder Companies
HIG,Hartford Financial Svc.Gp.,reports,Financials,Property & Casualty Insurance,"Hartford, Connecticut",,874766,,https://en.wikipedia.org/wiki/Hartford_Financial_Svc.Gp.,The Hartford
HSY,The Hershey Company,reports,Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",,47111,1894,https://en.wikipedia.org/wiki/The_Hershey_Company,The Hershey Company
HD,Home Depot,reports,Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",3/31/1988,354950,,https://en.wikipedia.org/wiki/Home_Depot,The Home Depot
IPG,Interpublic Group,reports,Communication Services,Advertising,"New York, New York",10/1/1992,51644,,https://en.wikipedia.org/wiki/Interpublic_Group,The Interpublic Group of Companies
SJM,JM Smucker,reports,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",11/6/2008,91419,,https://en.wikipedia.org/wiki/JM_Smucker,The J.M. Smucker Company
MOS,The Mosaic Company,reports,Materials,Fertilizers & Agricultural Chemicals,"Plymouth, Minnesota",9/26/2011,1285785,,https://en.wikipedia.org/wiki/The_Mosaic_Company,The Mosaic Company
TRV,The Travelers Companies Inc.,reports,Financials,Property & Casualty Insurance,"New York, New York",8/21/2002,86312,,https://en.wikipedia.org/wiki/The_Travelers_Companies_Inc.,The Travelers Companies
DIS,The Walt Disney Company,reports,Communication Services,Movies & Entertainment,"Burbank, California",6/30/1976,1001039,,https://en.wikipedia.org/wiki/The_Walt_Disney_Company,The Walt Disney Company
TMO,Thermo Fisher Scientific,reports,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",,97745,2006,https://en.wikipedia.org/wiki/Thermo_Fisher_Scientific,Thermo Fisher Scientific
TIF,Tiffany & Co.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",6/21/2000,98246,,https://en.wikipedia.org/wiki/Tiffany_%26_Co.,Tiffany & Co.
TJX,TJX Companies Inc.,reports,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",9/30/1985,109198,,https://en.wikipedia.org/wiki/TJX_Companies_Inc.,TJX Companies
TMUS,T-Mobile US,reports,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",7/15/2019,1283699,,https://en.wikipedia.org/wiki/T-Mobile_US,T-Mobile US
TSCO,Tractor Supply Company,reports,Consumer Discretionary,Specialty Stores,"Brentwood, Tennessee",1/24/2014,916365,,https://en.wikipedia.org/wiki/Tractor_Supply_Company,Tractor Supply Company
IR,Ingersoll-Rand PLC,reports,Industrials,Industrial Machinery,"Dublin, Ireland",11/17/2010,1466258,,https://en.wikipedia.org/wiki/Ingersoll-Rand_PLC,Trane Technologies
TDG,TransDigm Group,reports,Industrials,Aerospace & Defense,"Cleveland, Ohio",6/3/2016,1260221,,https://en.wikipedia.org/wiki/TransDigm_Group,TransDigm Group
TWTR,"Twitter, Inc.",reports,Communication Services,Interactive Media & Services,"San Francisco, California",6/7/2018,1418091,,"https://en.wikipedia.org/wiki/Twitter,_Inc.","Twitter, Inc."
TSN,Tyson Foods,reports,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",,100493,,https://en.wikipedia.org/wiki/Tyson_Foods,Tyson Foods
USB,U.S. Bancorp,reports,Financials,Diversified Banks,"Minneapolis, Minnesota",,36104,1968,https://en.wikipedia.org/wiki/U.S._Bancorp,U.S. Bancorp
UDR,"UDR, Inc.",reports,Real Estate,Residential REITs,"Highlands Ranch, Colorado",3/7/2016,74208,,"https://en.wikipedia.org/wiki/UDR,_Inc.","UDR, Inc."
ULTA,Ulta Beauty,reports,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois",4/18/2016,1403568,,https://en.wikipedia.org/wiki/Ulta_Beauty,Ulta Beauty
UAA,Under Armour Class A,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",3/25/2016,1336917,,https://en.wikipedia.org/wiki/Under_Armour,Under Armour
UNP,Union Pacific Corp,reports,Industrials,Railroads,"Omaha, Nebraska",,100885,,https://en.wikipedia.org/wiki/Union_Pacific_Corp,Union Pacific Corporation
UAL,United Airlines Holdings,reports,Industrials,Airlines,"Chicago, Illinois",9/3/2015,100517,,https://en.wikipedia.org/wiki/United_Airlines_Holdings,United Airlines
UPS,United Parcel Service,reports,Industrials,Air Freight & Logistics,"Atlanta, Georgia",7/22/2002,1090727,,https://en.wikipedia.org/wiki/United_Parcel_Service,United Parcel Service
URI,"United Rentals, Inc.",reports,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",9/20/2014,1067701,,"https://en.wikipedia.org/wiki/United_Rentals,_Inc.",United Rentals
UTX,United Technologies,reports,Industrials,Aerospace & Defense,"Hartford, Connecticut",,101829,,https://en.wikipedia.org/wiki/United_Technologies,United Technologies
UNH,United Health Group Inc.,reports,Health Care,Managed Health Care,"Minnetonka, Minnesota",7/1/1994,731766,,https://en.wikipedia.org/wiki/United_Health_Group_Inc.,UnitedHealth Group
UHS,"Universal Health Services, Inc.",reports,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",9/20/2014,352915,,"https://en.wikipedia.org/wiki/Universal_Health_Services,_Inc.",Universal Health Services
UNM,Unum Group,reports,Financials,Life & Health Insurance,"Chattanooga, Tennessee",3/1/1994,5513,,https://en.wikipedia.org/wiki/Unum_Group,Unum
VLO,Valero Energy,reports,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",,1035002,1980,https://en.wikipedia.org/wiki/Valero_Energy,Valero Energy
VAR,Varian Medical Systems,reports,Health Care,Health Care Equipment,"Palo Alto, California",2/12/2007,203527,,https://en.wikipedia.org/wiki/Varian_Medical_Systems,Varian Medical Systems
VTR,Ventas Inc,reports,Real Estate,Health Care REITs,"Chicago, Illinois",3/4/2009,740260,,https://en.wikipedia.org/wiki/Ventas_Inc,Ventas
VRSN,Verisign Inc.,reports,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",2/1/2006,1014473,,https://en.wikipedia.org/wiki/Verisign_Inc.,Verisign
VRSK,Verisk Analytics,reports,Industrials,Research & Consulting Services,"Jersey City, New Jersey",10/8/2015,1442145,,https://en.wikipedia.org/wiki/Verisk_Analytics,Verisk Analytics
VZ,Verizon Communications,reports,Communication Services,Integrated Telecommunication Services,"New York, New York",11/30/1983,732712,,https://en.wikipedia.org/wiki/Verizon_Communications,Verizon Communications
VRTX,Vertex Pharmaceuticals Inc,reports,Health Care,Biotechnology,"Cambridge, Massachusetts",9/23/2013,875320,,https://en.wikipedia.org/wiki/Vertex_Pharmaceuticals_Inc,Vertex Pharmaceuticals
VFC,V.F. Corp.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Greensboro, North Carolina",6/30/1979,103379,,https://en.wikipedia.org/wiki/V.F._Corp.,VF Corporation
V,Visa Inc.,reports,Information Technology,Data Processing & Outsourced Services,"San Francisco, California",12/21/2009,1403161,,https://en.wikipedia.org/wiki/Visa_Inc.,Visa Inc.
VNO,Vornado Realty Trust,reports,Real Estate,Office REITs,"New York, New York",,899689,,https://en.wikipedia.org/wiki/Vornado_Realty_Trust,Vornado Realty Trust
VMC,Vulcan Materials,reports,Materials,Construction Materials,"Birmingham, Alabama",6/30/1999,1396009,,https://en.wikipedia.org/wiki/Vulcan_Materials,Vulcan Materials Company
WRB,W. R. Berkley Corporation,reports,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",12/5/2019,11544,1967,https://en.wikipedia.org/wiki/W._R._Berkley_Corporation,W. R. Berkley Corporation
WAB,Wabtec Corporation,reports,Industrials,Construction Machinery & Heavy Trucks,"Wilmerding, Pennsylvania",2/27/2019,943452,,https://en.wikipedia.org/wiki/Wabtec_Corporation,Wabtec
WBA,Walgreens Boots Alliance,reports,Consumer Staples,Drug Retail,"Deerfield, Illinois",12/31/1979,1618921,,https://en.wikipedia.org/wiki/Walgreens_Boots_Alliance,Walgreens Boots Alliance
WMT,Walmart,reports,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",8/31/1982,104169,,https://en.wikipedia.org/wiki/Walmart,Walmart
WM,Waste Management Inc.,reports,Industrials,Environmental & Facilities Services,"Houston, Texas",,823768,1968,https://en.wikipedia.org/wiki/Waste_Management_Inc.,Waste Management Inc.
WAT,Waters Corporation,reports,Health Care,Health Care Distributors,"Milford, Massachusetts",,1000697,1958,https://en.wikipedia.org/wiki/Waters_Corporation,Waters Corporation
WEC,Wec Energy Group Inc,reports,Utilities,Electric Utilities,"Milwaukee, Wisconsin",10/31/2008,783325,,https://en.wikipedia.org/wiki/Wec_Energy_Group_Inc,WEC Energy Group
WCG,WellCare,reports,Health Care,Managed Health Care,"Tampa, Florida",1985,1279363,,https://en.wikipedia.org/wiki/WellCare,WellCare
WFC,Wells Fargo,reports,Financials,Diversified Banks,"San Francisco, California",6/30/1976,72971,,https://en.wikipedia.org/wiki/Wells_Fargo,Wells Fargo
WELL,Welltower Inc.,reports,Real Estate,Health Care REITs,"Toledo, Ohio",1/30/2009,766704,,https://en.wikipedia.org/wiki/Welltower_Inc.,Welltower
WDC,Western Digital,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Irvine, California",7/1/2009,106040,,https://en.wikipedia.org/wiki/Western_Digital,Western Digital
WU,Western Union Co,reports,Information Technology,Data Processing & Outsourced Services,"Englewood, Colorado",,1365135,1851,https://en.wikipedia.org/wiki/Western_Union_Co,Western Union
WRK,WestRock,reports,Materials,Paper Packaging,"Richmond, Virginia",,1636023,,https://en.wikipedia.org/wiki/WestRock,WestRock
WY,Weyerhaeuser,reports,Real Estate,Specialized REITs,"Federal Way, Washington",,106535,,https://en.wikipedia.org/wiki/Weyerhaeuser,Weyerhaeuser
WHR,Whirlpool Corp.,reports,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",,106640,1911,https://en.wikipedia.org/wiki/Whirlpool_Corp.,Whirlpool Corporation
WMB,Williams Cos.,reports,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",3/31/1975,107263,,https://en.wikipedia.org/wiki/Williams_Cos.,Williams
WLTW,Willis Towers Watson,reports,Financials,Insurance Brokers,"London, United Kingdom",1/5/2016,1140536,,https://en.wikipedia.org/wiki/Willis_Towers_Watson,Willis Towers Watson
WYNN,Wynn Resorts Ltd,reports,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",11/14/2008,1174922,,https://en.wikipedia.org/wiki/Wynn_Resorts_Ltd,Wynn Resorts
XEL,Xcel Energy Inc,reports,Utilities,Multi-Utilities,"Minneapolis, Minnesota",,72903,1909,https://en.wikipedia.org/wiki/Xcel_Energy_Inc,Xcel Energy
XRX,Xerox,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Norwalk, Connecticut",,108772,1906,https://en.wikipedia.org/wiki/Xerox,Xerox
XLNX,Xilinx,reports,Information Technology,Semiconductors,"San Jose, California",11/8/1999,743988,,https://en.wikipedia.org/wiki/Xilinx,Xilinx
XYL,Xylem Inc.,reports,Industrials,Industrial Machinery,"White Plains, New York",11/1/2011,1524472,,https://en.wikipedia.org/wiki/Xylem_Inc.,Xylem
YUM,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",10/6/1997,1041061,,https://en.wikipedia.org/wiki/Yum!_Brands_Inc,Yum! Brands
ZBRA,Zebra Technologies,reports,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",12/23/2019,877212,1969,https://en.wikipedia.org/wiki/Zebra_Technologies,Zebra Technologies
ZBH,Zimmer Biomet Holdings,reports,Health Care,Health Care Equipment,"Warsaw, Indiana",8/7/2001,1136869,,https://en.wikipedia.org/wiki/Zimmer_Holdings,Zimmer Biomet
ZION,Zions Bancorp,reports,Financials,Regional Banks,"Salt Lake City, Utah",6/22/2001,109380,,https://en.wikipedia.org/wiki/Zions_Bancorp,Zions Bancorporation
ZTS,Zoetis,reports,Health Care,Pharmaceuticals,"Florham Park, New Jersey",6/21/2013,1555280,,https://en.wikipedia.org/wiki/Zoetis,Zoetis
